filename,classification
low-resolution-photographs_img77.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img78.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img79.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img8.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img80.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img81.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img82.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img83.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img84.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img85.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img86.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img87.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img88.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img89.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img9.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img90.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img91.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img92.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img93.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img94.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img95.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img96.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img97.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img98.jpg,DAMAGED_TESTING
low-resolution-photographs_img99.jpg,CLEAN_CANDIDATE
