"dataset_seq","dataset_id","dataset_class","class_seq","source_id","original_filename","export_filename","export_path","source_sha256","width","height","content_type","color_mode","quality_label","split","dataset_kind","provider","source_url","license","rights_url","damage_label_list","damage_label_count","damage_label_method","texture_match_label_list","texture_match_scores","texture_match_files","damage_scratch","damage_crack","damage_fold","damage_dust","damage_stain","damage_mold","damage_tear","damage_missing_region","damage_fading","damage_color_cast","damage_blur","damage_noise","damage_jpeg_artifact","damage_uneven_exposure","export_sha256","file_size_bytes","actual_format"
"38","clean_near_000011","clean_near","11","cma_160778","0044.png","clean_near_000011.png","dataset_images/clean_near/clean_near_000011.png","30ee891aa80a52e81657e742138017bf2f8c1fbf7857a8c3b248bed2dc760d6d","1837","2560","single_portrait","RGB","existing_damage","train","real_damaged","Cleveland Museum of Art","https://clevelandart.org/art/1999.109","CC0","https://www.clevelandart.org/open-access","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0055, ""dust"": 0.0121, ""fold"": 0.0333, ""missing_region"": 0.0388, ""mold"": 0.0376, ""scratch"": 0.0166, ""stain"": 0.0332, ""tear"": 0.0388}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30ee891aa80a52e81657e742138017bf2f8c1fbf7857a8c3b248bed2dc760d6d","3894827","png"
"52","clean_near_000012","clean_near","12","digitaltmuseum_S-TEK_TEKA0013196","0058.png","clean_near_000012.png","dataset_images/clean_near/clean_near_000012.png","a9a939b2d2c9517c579a2d93925415519727a959a43de054876a6606cb2c6662","2048","1549","other","RGB","existing_damage","test","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-TEK/TEKA0013196","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0156, ""dust"": 0.0276, ""fold"": 0.0861, ""missing_region"": 0.0336, ""mold"": 0.0656, ""scratch"": 0.034, ""stain"": 0.0883, ""tear"": 0.1395}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","a9a939b2d2c9517c579a2d93925415519727a959a43de054876a6606cb2c6662","1398754","png"
"60","clean_near_000013","clean_near","13","digitaltmuseum_S-TEK_TEKA0114272","0066.png","clean_near_000013.png","dataset_images/clean_near/clean_near_000013.png","fa63403a7b3d1d69ea708fb7d140ff6c429abdd6c4868c093130ab25ac510e73","1558","2048","single_portrait","RGB","existing_damage","train","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-TEK/TEKA0114272","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0349, ""dust"": 0.0345, ""fold"": 0.0626, ""missing_region"": 0.0416, ""mold"": 0.0745, ""scratch"": 0.0313, ""stain"": 0.082, ""tear"": 0.115}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","fa63403a7b3d1d69ea708fb7d140ff6c429abdd6c4868c093130ab25ac510e73","1262304","png"
"73","clean_near_000014","clean_near","14","digitaltmuseum_S-TEK_TEKA0227914","0079.png","clean_near_000014.png","dataset_images/clean_near/clean_near_000014.png","9db1770c45f2e37ba5c5c6abcaa5faef9fdc58c1b12e6894d973d640e5968cd6","2048","1452","outdoor_scene","RGB","existing_damage","train","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-TEK/TEKA0227914","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0275, ""dust"": 0.03, ""fold"": 0.059, ""missing_region"": 0.031, ""mold"": 0.0385, ""scratch"": 0.0293, ""stain"": 0.0584, ""tear"": 0.1056}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9db1770c45f2e37ba5c5c6abcaa5faef9fdc58c1b12e6894d973d640e5968cd6","1057007","png"
"79","clean_near_000015","clean_near","15","digitaltmuseum_S-TEK_TEKA0227994","0085.png","clean_near_000015.png","dataset_images/clean_near/clean_near_000015.png","10c45e786ceea3401aecac40aff42cc1ffde4e73e7372c00e69b0f70a29b74b9","2048","1352","document","RGB","existing_damage","train","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-TEK/TEKA0227994","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0096, ""dust"": 0.0364, ""fold"": 0.0701, ""missing_region"": 0.0557, ""mold"": 0.081, ""scratch"": 0.0296, ""stain"": 0.1116, ""tear"": 0.1074}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10c45e786ceea3401aecac40aff42cc1ffde4e73e7372c00e69b0f70a29b74b9","1568938","png"
"81","clean_near_000016","clean_near","16","digitaltmuseum_S-TEK_TEKA0228033","0087.png","clean_near_000016.png","dataset_images/clean_near/clean_near_000016.png","6acb74c4ad4651cb107e6d61ea3d0cbb68f05a7b1faf500e33f7bab87e40ceab","2048","1466","outdoor_scene","RGB","existing_damage","test","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-TEK/TEKA0228033","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0268, ""dust"": 0.03, ""fold"": 0.0527, ""missing_region"": 0.0255, ""mold"": 0.0432, ""scratch"": 0.0282, ""stain"": 0.0469, ""tear"": 0.0846}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6acb74c4ad4651cb107e6d61ea3d0cbb68f05a7b1faf500e33f7bab87e40ceab","927608","png"
"92","clean_near_000017","clean_near","17","digitaltmuseum_S-UVLM_Vlm-A 3571","0098.png","clean_near_000017.png","dataset_images/clean_near/clean_near_000017.png","ad433eaea46c46682af292fcd3f497ef526bdbf2c79ea7e59f7a1921abd1f3ff","2048","1391","outdoor_scene","RGB","existing_damage","train","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-UVLM/Vlm-A 3571","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0013, ""dust"": 0.007, ""fold"": 0.0106, ""missing_region"": 0.0142, ""mold"": 0.0121, ""scratch"": 0.0099, ""stain"": 0.0304, ""tear"": 0.0143}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ad433eaea46c46682af292fcd3f497ef526bdbf2c79ea7e59f7a1921abd1f3ff","1912745","png"
"97","clean_near_000018","clean_near","18","digitaltmuseum_S-UVLM_Vlm-Åhm 06917-A","0103.png","clean_near_000018.png","dataset_images/clean_near/clean_near_000018.png","2892bcf1f7f7fb0398aeeb64b8d7e95066972adf7ff74f6c730674fdeef24549","2048","1481","single_portrait","RGB","existing_damage","train","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-UVLM/Vlm-Åhm 06917-A","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0252, ""dust"": 0.0198, ""fold"": 0.0297, ""missing_region"": 0.025, ""mold"": 0.0378, ""scratch"": 0.0294, ""stain"": 0.0536, ""tear"": 0.0512}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2892bcf1f7f7fb0398aeeb64b8d7e95066972adf7ff74f6c730674fdeef24549","1763980","png"
"98","clean_near_000019","clean_near","19","digitaltmuseum_S-UVLM_Vlm-Åhm 12716","0104.png","clean_near_000019.png","dataset_images/clean_near/clean_near_000019.png","2b70578a36167dfd2c92b456f8b3d5d896d9855a21735cef460b2daa4ff142b9","2048","1484","single_portrait","RGB","existing_damage","train","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-UVLM/Vlm-Åhm 12716","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0156, ""dust"": 0.0254, ""fold"": 0.0393, ""missing_region"": 0.0424, ""mold"": 0.0497, ""scratch"": 0.0331, ""stain"": 0.0677, ""tear"": 0.0466}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2b70578a36167dfd2c92b456f8b3d5d896d9855a21735cef460b2daa4ff142b9","1641227","png"
"100","clean_near_000020","clean_near","20","digitaltmuseum_S-UVLM_Vlm-Åhm 18265","0106.png","clean_near_000020.png","dataset_images/clean_near/clean_near_000020.png","eac80a0577e2fd2b7397381defc62dfa2b64aff9f88414eccb4c8befeb09d2c5","2048","1509","single_portrait","RGB","existing_damage","validation","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-UVLM/Vlm-Åhm 18265","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0099, ""dust"": 0.0165, ""fold"": 0.0287, ""missing_region"": 0.0274, ""mold"": 0.03, ""scratch"": 0.0301, ""stain"": 0.048, ""tear"": 0.0387}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eac80a0577e2fd2b7397381defc62dfa2b64aff9f88414eccb4c8befeb09d2c5","2286856","png"
"101","clean_near_000021","clean_near","21","digitaltmuseum_S-UVLM_Vlm-Åhm 18267","0107.png","clean_near_000021.png","dataset_images/clean_near/clean_near_000021.png","273430fa48a3f04d96a0eadb7d30e5ef4c968d0c251f1d80d9bcf4bf72e82908","2048","1509","single_portrait","RGB","existing_damage","train","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-UVLM/Vlm-Åhm 18267","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0069, ""dust"": 0.0162, ""fold"": 0.0176, ""missing_region"": 0.0305, ""mold"": 0.027, ""scratch"": 0.022, ""stain"": 0.0325, ""tear"": 0.0326}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84b5fb64700da5d734f23b2488f644638acd4a2a8095c85ba9dd11cdb70c5118","2996481","png"
"105","clean_near_000022","clean_near","22","digitaltmuseum_S-UVLM_Vlm-Åhm 18277","0111.png","clean_near_000022.png","dataset_images/clean_near/clean_near_000022.png","dddbecbc8b6cf7c468c3abad7032a0254717ef2ca4d21187fdc4ca34bc4c487d","1476","2048","single_portrait","RGB","existing_damage","test","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-UVLM/Vlm-Åhm 18277","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0025, ""dust"": 0.0115, ""fold"": 0.0217, ""missing_region"": 0.0395, ""mold"": 0.0491, ""scratch"": 0.0168, ""stain"": 0.0424, ""tear"": 0.0476}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","cb2a64e87bbadd7caca2fd4eaac3ba8baec51402f8c4b2636a12e09f9fec81e8","3353001","png"
"108","clean_near_000023","clean_near","23","digitaltmuseum_S-UVLM_Vlm-Åhm 18283","0114.png","clean_near_000023.png","dataset_images/clean_near/clean_near_000023.png","1e8da2b79f6357022dca7cd1e93b42df810dfa8261b83f6a9b164b2188a7b80c","2048","1491","single_portrait","RGB","existing_damage","train","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-UVLM/Vlm-Åhm 18283","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.003, ""dust"": 0.0079, ""fold"": 0.0071, ""missing_region"": 0.0163, ""mold"": 0.0165, ""scratch"": 0.0111, ""stain"": 0.0265, ""tear"": 0.0266}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1e8da2b79f6357022dca7cd1e93b42df810dfa8261b83f6a9b164b2188a7b80c","1886871","png"
"128","clean_near_000024","clean_near","24","digitaltmuseum_S-JVM_JvmKAGF00696","0134.png","clean_near_000024.png","dataset_images/clean_near/clean_near_000024.png","db10355d5aa616aaf565aa7af85d6e4ad348562739b5ece3f6f9366246420952","1521","2048","other","RGB","existing_damage","train","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-JVM/JvmKAGF00696","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.022, ""dust"": 0.0219, ""fold"": 0.0388, ""missing_region"": 0.0275, ""mold"": 0.0499, ""scratch"": 0.0219, ""stain"": 0.0659, ""tear"": 0.0767}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","db10355d5aa616aaf565aa7af85d6e4ad348562739b5ece3f6f9366246420952","759942","png"
"129","clean_near_000025","clean_near","25","digitaltmuseum_S-JVM_JvmKAGF00697","0135.png","clean_near_000025.png","dataset_images/clean_near/clean_near_000025.png","3220c972207a9456d551cfd300c325ab83310c1f27f534da5c7457171cae79d7","1521","2048","other","RGB","existing_damage","validation","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-JVM/JvmKAGF00697","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0109, ""dust"": 0.0156, ""fold"": 0.0334, ""missing_region"": 0.0147, ""mold"": 0.0334, ""scratch"": 0.0218, ""stain"": 0.0434, ""tear"": 0.0235}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3220c972207a9456d551cfd300c325ab83310c1f27f534da5c7457171cae79d7","994792","png"
"130","clean_near_000026","clean_near","26","digitaltmuseum_S-JVM_JvmKAJA00384","0136.png","clean_near_000026.png","dataset_images/clean_near/clean_near_000026.png","18043f586183310e0eb31a7dc3f5d3472a6ef52df93b1a675137cc6cba6b9a22","1376","2048","indoor_scene","RGB","existing_damage","train","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-JVM/JvmKAJA00384","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0256, ""dust"": 0.0364, ""fold"": 0.0759, ""missing_region"": 0.036, ""mold"": 0.074, ""scratch"": 0.0352, ""stain"": 0.0926, ""tear"": 0.1029}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18043f586183310e0eb31a7dc3f5d3472a6ef52df93b1a675137cc6cba6b9a22","1197288","png"
"146","clean_near_000027","clean_near","27","digitaltmuseum_S-JVM_JvmKDAE04310","0152.png","clean_near_000027.png","dataset_images/clean_near/clean_near_000027.png","570f905bfee7a96668d57c88ead0fba7d03221b2a48214b25b321fb046ec1f07","1669","2048","architecture","RGB","existing_damage","train","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-JVM/JvmKDAE04310","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0127, ""dust"": 0.0237, ""fold"": 0.0334, ""missing_region"": 0.0208, ""mold"": 0.0422, ""scratch"": 0.0173, ""stain"": 0.0385, ""tear"": 0.0422}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","570f905bfee7a96668d57c88ead0fba7d03221b2a48214b25b321fb046ec1f07","742980","png"
"161","clean_near_000028","clean_near","28","digitaltmuseum_S-JVM_JvmKDAE13874","0168.png","clean_near_000028.png","dataset_images/clean_near/clean_near_000028.png","b1d6b7ba4592206e087e2e6d62cc221344f713176859995d14085fe0961ff268","1375","2048","outdoor_scene","RGB","existing_damage","train","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-JVM/JvmKDAE13874","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0036, ""dust"": 0.0083, ""fold"": 0.0356, ""missing_region"": 0.0213, ""mold"": 0.0477, ""scratch"": 0.02, ""stain"": 0.0285, ""tear"": 0.0338}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b1d6b7ba4592206e087e2e6d62cc221344f713176859995d14085fe0961ff268","1269729","png"
"162","clean_near_000029","clean_near","29","digitaltmuseum_S-JVM_JvmKDAE13988","0169.png","clean_near_000029.png","dataset_images/clean_near/clean_near_000029.png","cf902aaea680ffe44a7b5b253e3800c56211b4baeddad5acfd1e0ea40a8c1cc3","2048","1320","outdoor_scene","RGB","existing_damage","train","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-JVM/JvmKDAE13988","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.013, ""dust"": 0.0206, ""fold"": 0.0522, ""missing_region"": 0.0341, ""mold"": 0.031, ""scratch"": 0.0242, ""stain"": 0.0416, ""tear"": 0.0369}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","cf902aaea680ffe44a7b5b253e3800c56211b4baeddad5acfd1e0ea40a8c1cc3","1105893","png"
"188","clean_near_000030","clean_near","30","digitaltmuseum_S-SMM-MM_V14028","0204.png","clean_near_000030.png","dataset_images/clean_near/clean_near_000030.png","0783425f2985ec11fc4e52ad34b4d99f593b917fa4784617ad6f42c175713332","2019","2048","other","RGB","existing_damage","train","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-SMM-MM/V14028","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0238, ""dust"": 0.0294, ""fold"": 0.0739, ""missing_region"": 0.0246, ""mold"": 0.0639, ""scratch"": 0.0281, ""stain"": 0.0698, ""tear"": 0.0643}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0783425f2985ec11fc4e52ad34b4d99f593b917fa4784617ad6f42c175713332","1509594","png"
"191","clean_near_000031","clean_near","31","digitaltmuseum_S-SMM-MM_V14031","0207.png","clean_near_000031.png","dataset_images/clean_near/clean_near_000031.png","bb0312eef51e1cec22b4a275a24a6f34fceef821d9481f5f27f4e42b15e51c94","2043","2048","other","RGB","existing_damage","validation","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-SMM-MM/V14031","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.025, ""dust"": 0.0244, ""fold"": 0.0526, ""missing_region"": 0.0366, ""mold"": 0.0486, ""scratch"": 0.0281, ""stain"": 0.0519, ""tear"": 0.0467}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","bb0312eef51e1cec22b4a275a24a6f34fceef821d9481f5f27f4e42b15e51c94","1573069","png"
"192","clean_near_000032","clean_near","32","digitaltmuseum_S-SMM-MM_V14032","0208.png","clean_near_000032.png","dataset_images/clean_near/clean_near_000032.png","f1fa55d6e30f9aa291f03214b36ab63da0fcfbfc599a1cdbf483d2d73e80a121","1994","2048","other","RGB","existing_damage","train","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-SMM-MM/V14032","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0198, ""dust"": 0.0208, ""fold"": 0.0447, ""missing_region"": 0.0254, ""mold"": 0.046, ""scratch"": 0.0239, ""stain"": 0.043, ""tear"": 0.0418}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","f1fa55d6e30f9aa291f03214b36ab63da0fcfbfc599a1cdbf483d2d73e80a121","2036904","png"
