"dataset_seq","dataset_id","dataset_class","class_seq","source_id","original_filename","export_filename","export_path","source_sha256","width","height","content_type","color_mode","quality_label","split","dataset_kind","provider","source_url","license","rights_url","damage_label_list","damage_label_count","damage_label_method","texture_match_label_list","texture_match_scores","texture_match_files","damage_scratch","damage_crack","damage_fold","damage_dust","damage_stain","damage_mold","damage_tear","damage_missing_region","damage_fading","damage_color_cast","damage_blur","damage_noise","damage_jpeg_artifact","damage_uneven_exposure","export_sha256","file_size_bytes","actual_format"
"16","damaged_obvious_000011","damaged_obvious","11","commons_136464210","0017.png","damaged_obvious_000011.png","dataset_images/damaged_obvious/damaged_obvious_000011.png","8d55d02b431dbac579414e580c575fbfe2fb62b2ac04fd1fe36a62314fc755ff","2560","2375","outdoor_scene","RGB","existing_damage","train","real_damaged","Wikimedia Commons","https://commons.wikimedia.org/wiki/File:Historical_photograph_of_Fisherman%27s_Bastion.jpg","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","noise|uneven_exposure","2","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0021, ""dust"": 0.0036, ""fold"": 0.0364, ""missing_region"": 0.0054, ""mold"": 0.01, ""scratch"": 0.0063, ""stain"": 0.0104, ""tear"": 0.0148}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","1","8d55d02b431dbac579414e580c575fbfe2fb62b2ac04fd1fe36a62314fc755ff","3723485","png"
"17","damaged_obvious_000012","damaged_obvious","12","commons_15963624","0018.png","damaged_obvious_000012.png","dataset_images/damaged_obvious/damaged_obvious_000012.png","aa6c14057e4a8e9afc1ad445e2d9650d5d02c067376968fd0afc3aa5e7e61167","2000","1452","group_portrait","RGB","existing_damage","test","real_damaged","Wikimedia Commons","https://commons.wikimedia.org/wiki/File:The_Nine_Sovereigns_at_Windsor_for_the_funeral_of_King_Edward_VII.jpg","Public domain","","noise","1","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0117, ""dust"": 0.0287, ""fold"": 0.0637, ""missing_region"": 0.0451, ""mold"": 0.077, ""scratch"": 0.0274, ""stain"": 0.0897, ""tear"": 0.0624}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","0","aa6c14057e4a8e9afc1ad445e2d9650d5d02c067376968fd0afc3aa5e7e61167","2261106","png"
"18","damaged_obvious_000013","damaged_obvious","13","commons_24718776","0020.png","damaged_obvious_000013.png","dataset_images/damaged_obvious/damaged_obvious_000013.png","eb6d8d2ffab91abe6f6086771c9c549126d799d53a8848c88ecd7f4187fad54c","2139","2787","single_portrait","RGB","existing_damage","validation","real_damaged","Wikimedia Commons","https://commons.wikimedia.org/wiki/File:Louis_D%C3%A9sir%C3%A9_Blanquart-Evrard_1869_photograph_BNF_Gallica.jpg","Public domain","","noise|uneven_exposure","2","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0116, ""dust"": 0.0291, ""fold"": 0.0682, ""missing_region"": 0.0348, ""mold"": 0.0668, ""scratch"": 0.0267, ""stain"": 0.0699, ""tear"": 0.0422}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","1","f9f9c6e67567ec3e0f92abd48a009141f04449ecf83dd9be9a4f3c14b8aa612e","4545532","png"
"19","damaged_obvious_000014","damaged_obvious","14","commons_2780533","0021.png","damaged_obvious_000014.png","dataset_images/damaged_obvious/damaged_obvious_000014.png","2ac621feceb9ce3bc9d8b5cf6d6fac0aaee746025c17fdc0014c10ade4f86b03","2186","2935","single_portrait","RGB","existing_damage","test","real_damaged","Wikimedia Commons","https://commons.wikimedia.org/wiki/File:Ida_Husted_Harper_photograph_by_Aime_Dupont.jpg","Public domain","","uneven_exposure","1","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0101, ""dust"": 0.0201, ""fold"": 0.042, ""missing_region"": 0.03, ""mold"": 0.0366, ""scratch"": 0.018, ""stain"": 0.0414, ""tear"": 0.0476}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2ac621feceb9ce3bc9d8b5cf6d6fac0aaee746025c17fdc0014c10ade4f86b03","3935266","png"
"20","damaged_obvious_000015","damaged_obvious","15","commons_91475514","0026.png","damaged_obvious_000015.png","dataset_images/damaged_obvious/damaged_obvious_000015.png","e72e23c70cf389fe3f1dcb629caf9befd79b0bd870a42f7b22b3bba6db3b29e0","2061","2856","single_portrait","RGB","existing_damage","train","real_damaged","Wikimedia Commons","https://commons.wikimedia.org/wiki/File:Gilbert_Studios_photograph_of_Harriet_Jacobs.jpg","Public domain","","color_cast|noise|uneven_exposure","3","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0009, ""dust"": 0.0045, ""fold"": 0.0144, ""missing_region"": 0.0189, ""mold"": 0.0215, ""scratch"": 0.0082, ""stain"": 0.0334, ""tear"": 0.0189}","{}","0","0","0","0","0","0","0","0","0","1","0","1","0","1","dd93bfa8b7a87f81fd1349a1c6c46b2b94a4aec6c8fa2367ece6c21310ecf908","6498913","png"
"21","damaged_obvious_000016","damaged_obvious","16","cma_150113","0027.png","damaged_obvious_000016.png","dataset_images/damaged_obvious/damaged_obvious_000016.png","599ebfc41ed5a2f1075c3e13caac840c939ace3c2bd335c5573cfdde4cc86b46","2131","2560","outdoor_scene","RGB","existing_damage","train","real_damaged","Cleveland Museum of Art","https://clevelandart.org/art/1980.35","CC0","https://www.clevelandart.org/open-access","noise","1","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0066, ""dust"": 0.0137, ""fold"": 0.0328, ""missing_region"": 0.0371, ""mold"": 0.0483, ""scratch"": 0.0151, ""stain"": 0.0723, ""tear"": 0.0587}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","0","599ebfc41ed5a2f1075c3e13caac840c939ace3c2bd335c5573cfdde4cc86b46","3775495","png"
"24","damaged_obvious_000017","damaged_obvious","17","cma_152349","0030.png","damaged_obvious_000017.png","dataset_images/damaged_obvious/damaged_obvious_000017.png","853dd8150d9162505e0e9acb62e6a51b510f763c636f16362f9ea48f90d9928b","1622","2048","single_portrait","RGB","existing_damage","test","real_damaged","Cleveland Museum of Art","https://clevelandart.org/art/1985.203","CC0","https://www.clevelandart.org/open-access","blur","1","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0311, ""dust"": 0.0338, ""fold"": 0.0611, ""missing_region"": 0.0394, ""mold"": 0.085, ""scratch"": 0.0314, ""stain"": 0.0946, ""tear"": 0.0812}","{}","0","0","0","0","0","0","0","0","0","0","1","0","0","0","853dd8150d9162505e0e9acb62e6a51b510f763c636f16362f9ea48f90d9928b","3063746","png"
"26","damaged_obvious_000018","damaged_obvious","18","cma_153706","0032.png","damaged_obvious_000018.png","dataset_images/damaged_obvious/damaged_obvious_000018.png","10e4f11872eee0046cbd251f2d0526a4c92b2e72a5723b92e382388d26a01fce","2560","1802","architecture","RGB","existing_damage","validation","real_damaged","Cleveland Museum of Art","https://clevelandart.org/art/1987.218","CC0","https://www.clevelandart.org/open-access","noise","1","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0045, ""dust"": 0.0156, ""fold"": 0.0616, ""missing_region"": 0.0425, ""mold"": 0.0966, ""scratch"": 0.0194, ""stain"": 0.1576, ""tear"": 0.1121}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","0","10e4f11872eee0046cbd251f2d0526a4c92b2e72a5723b92e382388d26a01fce","3547931","png"
"27","damaged_obvious_000019","damaged_obvious","19","cma_154075","0033.png","damaged_obvious_000019.png","dataset_images/damaged_obvious/damaged_obvious_000019.png","e62119aa485ca98b101e561faceee7a21d8117a249b405ac25d304f7ce23ed32","2560","1833","outdoor_scene","RGB","existing_damage","train","real_damaged","Cleveland Museum of Art","https://clevelandart.org/art/1988.191","CC0","https://www.clevelandart.org/open-access","uneven_exposure","1","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0196, ""dust"": 0.0327, ""fold"": 0.1307, ""missing_region"": 0.0297, ""mold"": 0.0649, ""scratch"": 0.026, ""stain"": 0.0849, ""tear"": 0.089}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","1","e62119aa485ca98b101e561faceee7a21d8117a249b405ac25d304f7ce23ed32","3640743","png"
"28","damaged_obvious_000020","damaged_obvious","20","cma_155006","0034.png","damaged_obvious_000020.png","dataset_images/damaged_obvious/damaged_obvious_000020.png","29cdf2d77229956b528a8010d546773c538f598c4435809602d61b8a60632464","2017","2560","architecture","RGB","existing_damage","train","real_damaged","Cleveland Museum of Art","https://clevelandart.org/art/1989.56","CC0","https://www.clevelandart.org/open-access","noise","1","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0268, ""dust"": 0.0268, ""fold"": 0.0471, ""missing_region"": 0.0263, ""mold"": 0.0396, ""scratch"": 0.0277, ""stain"": 0.0871, ""tear"": 0.051}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","0","29cdf2d77229956b528a8010d546773c538f598c4435809602d61b8a60632464","3228952","png"
"29","damaged_obvious_000021","damaged_obvious","21","cma_155857","0035.png","damaged_obvious_000021.png","dataset_images/damaged_obvious/damaged_obvious_000021.png","b2f2129977fda4d6633dd3dfec71fc954af43c15ea7a3decc74d609b9fbe0c3a","1973","2560","architecture","RGB","existing_damage","train","real_damaged","Cleveland Museum of Art","https://clevelandart.org/art/1991.160","CC0","https://www.clevelandart.org/open-access","noise|uneven_exposure","2","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.015, ""dust"": 0.0161, ""fold"": 0.0223, ""missing_region"": 0.021, ""mold"": 0.0156, ""scratch"": 0.0159, ""stain"": 0.0245, ""tear"": 0.0574}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","1","b2f2129977fda4d6633dd3dfec71fc954af43c15ea7a3decc74d609b9fbe0c3a","3314346","png"
"30","damaged_obvious_000022","damaged_obvious","22","cma_156283","0036.png","damaged_obvious_000022.png","dataset_images/damaged_obvious/damaged_obvious_000022.png","1de081d8d5851f7ebe75d7aa97f2fd022e9bf4b1425452aa7b54ff1f20a31ea4","2560","2062","outdoor_scene","RGB","existing_damage","train","real_damaged","Cleveland Museum of Art","https://clevelandart.org/art/1992.12","CC0","https://www.clevelandart.org/open-access","noise|uneven_exposure","2","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.01, ""dust"": 0.0353, ""fold"": 0.0929, ""missing_region"": 0.0372, ""mold"": 0.0867, ""scratch"": 0.0307, ""stain"": 0.1077, ""tear"": 0.0914}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1de081d8d5851f7ebe75d7aa97f2fd022e9bf4b1425452aa7b54ff1f20a31ea4","3286448","png"
"31","damaged_obvious_000023","damaged_obvious","23","cma_156525","0037.png","damaged_obvious_000023.png","dataset_images/damaged_obvious/damaged_obvious_000023.png","89600aa9414b5ba2df75d8dbe27baf8bd7f59f6253b480edebf22f76489783d0","2560","2038","architecture","RGB","existing_damage","train","real_damaged","Cleveland Museum of Art","https://clevelandart.org/art/1992.236","CC0","https://www.clevelandart.org/open-access","noise|uneven_exposure","2","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0278, ""dust"": 0.0288, ""fold"": 0.0445, ""missing_region"": 0.0475, ""mold"": 0.0644, ""scratch"": 0.0411, ""stain"": 0.1128, ""tear"": 0.0673}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","1","89600aa9414b5ba2df75d8dbe27baf8bd7f59f6253b480edebf22f76489783d0","3271535","png"
"32","damaged_obvious_000024","damaged_obvious","24","cma_157339","0038.png","damaged_obvious_000024.png","dataset_images/damaged_obvious/damaged_obvious_000024.png","7ff9bd504e44939bd95051dbffe4261e63f200aa0fa9c96697a8d981b423c562","2560","2009","other","RGB","existing_damage","train","real_damaged","Cleveland Museum of Art","https://clevelandart.org/art/1994.201","CC0","https://www.clevelandart.org/open-access","noise|uneven_exposure","2","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0048, ""dust"": 0.0134, ""fold"": 0.0321, ""missing_region"": 0.022, ""mold"": 0.0174, ""scratch"": 0.0138, ""stain"": 0.0278, ""tear"": 0.0328}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","1","7ff9bd504e44939bd95051dbffe4261e63f200aa0fa9c96697a8d981b423c562","3314042","png"
"33","damaged_obvious_000025","damaged_obvious","25","cma_157680","0039.png","damaged_obvious_000025.png","dataset_images/damaged_obvious/damaged_obvious_000025.png","719084c1af38c4855f6726beef26a0289ad92f2d28b86e6e2c018ee06be92d7b","2560","2206","single_portrait","RGB","existing_damage","train","real_damaged","Cleveland Museum of Art","https://clevelandart.org/art/1995.179","CC0","https://www.clevelandart.org/open-access","noise","1","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0051, ""dust"": 0.0135, ""fold"": 0.0344, ""missing_region"": 0.0334, ""mold"": 0.0478, ""scratch"": 0.0183, ""stain"": 0.0447, ""tear"": 0.0423}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","0","719084c1af38c4855f6726beef26a0289ad92f2d28b86e6e2c018ee06be92d7b","3995707","png"
"34","damaged_obvious_000026","damaged_obvious","26","cma_159071","0040.png","damaged_obvious_000026.png","dataset_images/damaged_obvious/damaged_obvious_000026.png","837e428cedf39d135cb945e56f1a1b9c44ea1742c9095301482cb210fc77914d","1855","2560","outdoor_scene","RGB","existing_damage","validation","real_damaged","Cleveland Museum of Art","https://clevelandart.org/art/1995.27","CC0","https://www.clevelandart.org/open-access","uneven_exposure","1","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0257, ""dust"": 0.0358, ""fold"": 0.0683, ""missing_region"": 0.0414, ""mold"": 0.0822, ""scratch"": 0.0351, ""stain"": 0.1544, ""tear"": 0.1233}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","1","837e428cedf39d135cb945e56f1a1b9c44ea1742c9095301482cb210fc77914d","3892026","png"
"37","damaged_obvious_000027","damaged_obvious","27","cma_160087","0043.png","damaged_obvious_000027.png","dataset_images/damaged_obvious/damaged_obvious_000027.png","51254711848e3dcb99c4aa69c7fbc48d58c9398ace0c8a55738a7e36a10013c7","1895","2479","single_portrait","RGB","existing_damage","train","real_damaged","Cleveland Museum of Art","https://clevelandart.org/art/1997.56","CC0","https://www.clevelandart.org/open-access","noise","1","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.008, ""dust"": 0.0169, ""fold"": 0.0207, ""missing_region"": 0.0225, ""mold"": 0.024, ""scratch"": 0.0149, ""stain"": 0.05, ""tear"": 0.0552}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","0","918b72ad1d071e359ff661b6829df256c145a8d6266c06216b0d7885a1a0d771","7944626","png"
"39","damaged_obvious_000028","damaged_obvious","28","cma_163453","0045.png","damaged_obvious_000028.png","dataset_images/damaged_obvious/damaged_obvious_000028.png","2173c743c97d2bd140a6cab9a9c01bbf8093c7da46d44504c502d945204eb6b3","1925","2560","architecture","RGB","existing_damage","train","real_damaged","Cleveland Museum of Art","https://clevelandart.org/art/2004.32","CC0","https://www.clevelandart.org/open-access","noise","1","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0174, ""dust"": 0.0347, ""fold"": 0.0574, ""missing_region"": 0.0428, ""mold"": 0.11, ""scratch"": 0.0322, ""stain"": 0.1174, ""tear"": 0.095}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2173c743c97d2bd140a6cab9a9c01bbf8093c7da46d44504c502d945204eb6b3","3299210","png"
"40","damaged_obvious_000029","damaged_obvious","29","cma_680650","0046.png","damaged_obvious_000029.png","dataset_images/damaged_obvious/damaged_obvious_000029.png","c157b75f9bfdf52c4dacfb7a326e60ad0034beebc4df7d090a59433fc6b903d2","2560","1955","group_portrait","RGB","existing_damage","train","real_damaged","Cleveland Museum of Art","https://clevelandart.org/art/2024.80","CC0","https://www.clevelandart.org/open-access","noise","1","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0249, ""dust"": 0.0229, ""fold"": 0.0492, ""missing_region"": 0.0241, ""mold"": 0.03, ""scratch"": 0.0246, ""stain"": 0.0428, ""tear"": 0.0503}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","0","c157b75f9bfdf52c4dacfb7a326e60ad0034beebc4df7d090a59433fc6b903d2","3716015","png"
"41","damaged_obvious_000030","damaged_obvious","30","digitaltmuseum_S-UM_ED05974","0047.png","damaged_obvious_000030.png","dataset_images/damaged_obvious/damaged_obvious_000030.png","85d4f5d4da1ce005ee9fb3be0cff0233a4e9b87df7f39e96981da15c35b0b510","1601","2048","indoor_scene","RGB","existing_damage","train","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-UM/ED05974","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","noise|uneven_exposure","2","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0006, ""dust"": 0.003, ""fold"": 0.0229, ""missing_region"": 0.015, ""mold"": 0.0212, ""scratch"": 0.0124, ""stain"": 0.0437, ""tear"": 0.0355}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","1","85d4f5d4da1ce005ee9fb3be0cff0233a4e9b87df7f39e96981da15c35b0b510","2397037","png"
"42","damaged_obvious_000031","damaged_obvious","31","digitaltmuseum_S-TEK_TEKA0013113","0048.png","damaged_obvious_000031.png","dataset_images/damaged_obvious/damaged_obvious_000031.png","8c5d95c5cbe37df72cca4a63e0d6a11c60875f22d6cafc3d80fc591811a99e9e","2048","1537","other","RGB","existing_damage","train","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-TEK/TEKA0013113","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","uneven_exposure","1","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0571, ""dust"": 0.0637, ""fold"": 0.08, ""missing_region"": 0.0758, ""mold"": 0.084, ""scratch"": 0.0611, ""stain"": 0.1144, ""tear"": 0.113}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","1","8c5d95c5cbe37df72cca4a63e0d6a11c60875f22d6cafc3d80fc591811a99e9e","1378464","png"
