"dataset_seq","dataset_id","dataset_class","class_seq","source_id","original_filename","export_filename","export_path","source_sha256","width","height","content_type","color_mode","quality_label","split","dataset_kind","provider","source_url","license","rights_url","damage_label_list","damage_label_count","damage_label_method","texture_match_label_list","texture_match_scores","texture_match_files","damage_scratch","damage_crack","damage_fold","damage_dust","damage_stain","damage_mold","damage_tear","damage_missing_region","damage_fading","damage_color_cast","damage_blur","damage_noise","damage_jpeg_artifact","damage_uneven_exposure","export_sha256","file_size_bytes","actual_format"
"11","damaged_obvious_000006","damaged_obvious","6","commons_126834742","0012.png","damaged_obvious_000006.png","dataset_images/damaged_obvious/damaged_obvious_000006.png","bfc72244506012f201772fa23d4d5c570d85f711449ebb7139310d13d2a646b5","1971","2416","architecture","RGB","existing_damage","train","real_damaged","Wikimedia Commons","https://commons.wikimedia.org/wiki/File:Historical_photograph_of_Takht_Keshgarh_Sahib.jpg","Public domain","","noise|uneven_exposure","2","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0086, ""dust"": 0.0157, ""fold"": 0.0332, ""missing_region"": 0.0217, ""mold"": 0.031, ""scratch"": 0.0167, ""stain"": 0.0406, ""tear"": 0.0264}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","1","756aaada1d7f92b86bbe0ce51b65b35d532cbd2df4beb48c41a87466e1f1740d","5882294","png"
"12","damaged_obvious_000007","damaged_obvious","7","commons_126847690","0013.png","damaged_obvious_000007.png","dataset_images/damaged_obvious/damaged_obvious_000007.png","3d65243c5596c35b4a9468f94d1acebba89c9700365bfa2bb7404b7c357b042c","2048","1394","architecture","RGB","existing_damage","train","real_damaged","Wikimedia Commons","https://commons.wikimedia.org/wiki/File:Historical_photograph_of_Fatehgarh_Sahib.jpg","Public domain","","noise","1","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0297, ""dust"": 0.0435, ""fold"": 0.0899, ""missing_region"": 0.0861, ""mold"": 0.1129, ""scratch"": 0.035, ""stain"": 0.1062, ""tear"": 0.1357}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3d65243c5596c35b4a9468f94d1acebba89c9700365bfa2bb7404b7c357b042c","2712809","png"
"13","damaged_obvious_000008","damaged_obvious","8","commons_126847691","0014.png","damaged_obvious_000008.png","dataset_images/damaged_obvious/damaged_obvious_000008.png","b51757adc090baf3db4a4ab12cc0e61ce0486096f279d9dcc0cad8b47ded16b7","2048","1412","architecture","RGB","existing_damage","train","real_damaged","Wikimedia Commons","https://commons.wikimedia.org/wiki/File:Historical_photograph_of_Darbar_Sahib,_Mukhtsar.jpg","Public domain","","noise|uneven_exposure","2","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0261, ""dust"": 0.0439, ""fold"": 0.0953, ""missing_region"": 0.0503, ""mold"": 0.1302, ""scratch"": 0.0295, ""stain"": 0.1436, ""tear"": 0.0924}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","1","b51757adc090baf3db4a4ab12cc0e61ce0486096f279d9dcc0cad8b47ded16b7","2595334","png"
"14","damaged_obvious_000009","damaged_obvious","9","commons_135995157","0015.png","damaged_obvious_000009.png","dataset_images/damaged_obvious/damaged_obvious_000009.png","b084062b483c6932efd7a6172d53d3ebe1b97c3ef8d5247e1005a5cb0f73b5fd","2048","1977","outdoor_scene","RGB","existing_damage","train","real_damaged","Wikimedia Commons","https://commons.wikimedia.org/wiki/File:Historical_photographs_of_port_of_Antwerp.jpg","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","noise|uneven_exposure","2","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0265, ""dust"": 0.0286, ""fold"": 0.0437, ""missing_region"": 0.0262, ""mold"": 0.0284, ""scratch"": 0.0293, ""stain"": 0.0786, ""tear"": 0.0747}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","1","b084062b483c6932efd7a6172d53d3ebe1b97c3ef8d5247e1005a5cb0f73b5fd","3323480","png"
"15","damaged_obvious_000010","damaged_obvious","10","commons_136194241","0016.png","damaged_obvious_000010.png","dataset_images/damaged_obvious/damaged_obvious_000010.png","6e8e91020d92f1a52caeb0722c216982e6d591e1e8e60ed052719980fe690516","1795","2048","outdoor_scene","RGB","existing_damage","test","real_damaged","Wikimedia Commons","https://commons.wikimedia.org/wiki/File:Historical_photographs_of_Oxford.jpg","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","noise","1","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0181, ""dust"": 0.0231, ""fold"": 0.0859, ""missing_region"": 0.0282, ""mold"": 0.086, ""scratch"": 0.031, ""stain"": 0.0784, ""tear"": 0.1008}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","0","6e8e91020d92f1a52caeb0722c216982e6d591e1e8e60ed052719980fe690516","2977835","png"
"16","damaged_obvious_000011","damaged_obvious","11","commons_136464210","0017.png","damaged_obvious_000011.png","dataset_images/damaged_obvious/damaged_obvious_000011.png","8d55d02b431dbac579414e580c575fbfe2fb62b2ac04fd1fe36a62314fc755ff","2560","2375","outdoor_scene","RGB","existing_damage","train","real_damaged","Wikimedia Commons","https://commons.wikimedia.org/wiki/File:Historical_photograph_of_Fisherman%27s_Bastion.jpg","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","noise|uneven_exposure","2","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0021, ""dust"": 0.0036, ""fold"": 0.0364, ""missing_region"": 0.0054, ""mold"": 0.01, ""scratch"": 0.0063, ""stain"": 0.0104, ""tear"": 0.0148}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","1","8d55d02b431dbac579414e580c575fbfe2fb62b2ac04fd1fe36a62314fc755ff","3723485","png"
"17","damaged_obvious_000012","damaged_obvious","12","commons_15963624","0018.png","damaged_obvious_000012.png","dataset_images/damaged_obvious/damaged_obvious_000012.png","aa6c14057e4a8e9afc1ad445e2d9650d5d02c067376968fd0afc3aa5e7e61167","2000","1452","group_portrait","RGB","existing_damage","test","real_damaged","Wikimedia Commons","https://commons.wikimedia.org/wiki/File:The_Nine_Sovereigns_at_Windsor_for_the_funeral_of_King_Edward_VII.jpg","Public domain","","noise","1","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0117, ""dust"": 0.0287, ""fold"": 0.0637, ""missing_region"": 0.0451, ""mold"": 0.077, ""scratch"": 0.0274, ""stain"": 0.0897, ""tear"": 0.0624}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","0","aa6c14057e4a8e9afc1ad445e2d9650d5d02c067376968fd0afc3aa5e7e61167","2261106","png"
"18","damaged_obvious_000013","damaged_obvious","13","commons_24718776","0020.png","damaged_obvious_000013.png","dataset_images/damaged_obvious/damaged_obvious_000013.png","eb6d8d2ffab91abe6f6086771c9c549126d799d53a8848c88ecd7f4187fad54c","2139","2787","single_portrait","RGB","existing_damage","validation","real_damaged","Wikimedia Commons","https://commons.wikimedia.org/wiki/File:Louis_D%C3%A9sir%C3%A9_Blanquart-Evrard_1869_photograph_BNF_Gallica.jpg","Public domain","","noise|uneven_exposure","2","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0116, ""dust"": 0.0291, ""fold"": 0.0682, ""missing_region"": 0.0348, ""mold"": 0.0668, ""scratch"": 0.0267, ""stain"": 0.0699, ""tear"": 0.0422}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","1","f9f9c6e67567ec3e0f92abd48a009141f04449ecf83dd9be9a4f3c14b8aa612e","4545532","png"
"19","damaged_obvious_000014","damaged_obvious","14","commons_2780533","0021.png","damaged_obvious_000014.png","dataset_images/damaged_obvious/damaged_obvious_000014.png","2ac621feceb9ce3bc9d8b5cf6d6fac0aaee746025c17fdc0014c10ade4f86b03","2186","2935","single_portrait","RGB","existing_damage","test","real_damaged","Wikimedia Commons","https://commons.wikimedia.org/wiki/File:Ida_Husted_Harper_photograph_by_Aime_Dupont.jpg","Public domain","","uneven_exposure","1","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0101, ""dust"": 0.0201, ""fold"": 0.042, ""missing_region"": 0.03, ""mold"": 0.0366, ""scratch"": 0.018, ""stain"": 0.0414, ""tear"": 0.0476}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2ac621feceb9ce3bc9d8b5cf6d6fac0aaee746025c17fdc0014c10ade4f86b03","3935266","png"
"20","damaged_obvious_000015","damaged_obvious","15","commons_91475514","0026.png","damaged_obvious_000015.png","dataset_images/damaged_obvious/damaged_obvious_000015.png","e72e23c70cf389fe3f1dcb629caf9befd79b0bd870a42f7b22b3bba6db3b29e0","2061","2856","single_portrait","RGB","existing_damage","train","real_damaged","Wikimedia Commons","https://commons.wikimedia.org/wiki/File:Gilbert_Studios_photograph_of_Harriet_Jacobs.jpg","Public domain","","color_cast|noise|uneven_exposure","3","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0009, ""dust"": 0.0045, ""fold"": 0.0144, ""missing_region"": 0.0189, ""mold"": 0.0215, ""scratch"": 0.0082, ""stain"": 0.0334, ""tear"": 0.0189}","{}","0","0","0","0","0","0","0","0","0","1","0","1","0","1","dd93bfa8b7a87f81fd1349a1c6c46b2b94a4aec6c8fa2367ece6c21310ecf908","6498913","png"
"21","damaged_obvious_000016","damaged_obvious","16","cma_150113","0027.png","damaged_obvious_000016.png","dataset_images/damaged_obvious/damaged_obvious_000016.png","599ebfc41ed5a2f1075c3e13caac840c939ace3c2bd335c5573cfdde4cc86b46","2131","2560","outdoor_scene","RGB","existing_damage","train","real_damaged","Cleveland Museum of Art","https://clevelandart.org/art/1980.35","CC0","https://www.clevelandart.org/open-access","noise","1","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0066, ""dust"": 0.0137, ""fold"": 0.0328, ""missing_region"": 0.0371, ""mold"": 0.0483, ""scratch"": 0.0151, ""stain"": 0.0723, ""tear"": 0.0587}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","0","599ebfc41ed5a2f1075c3e13caac840c939ace3c2bd335c5573cfdde4cc86b46","3775495","png"
"22","clean_near_000006","clean_near","6","cma_152229","0028.png","clean_near_000006.png","dataset_images/clean_near/clean_near_000006.png","2f8ea1fa02833213c47ea72110c1c0e806c5e33017e2f74cb06cff30cba94c58","2003","2560","outdoor_scene","RGB","existing_damage","train","real_damaged","Cleveland Museum of Art","https://clevelandart.org/art/1985.115","CC0","https://www.clevelandart.org/open-access","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.027, ""dust"": 0.0281, ""fold"": 0.0774, ""missing_region"": 0.0327, ""mold"": 0.0732, ""scratch"": 0.0335, ""stain"": 0.0789, ""tear"": 0.0614}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2f8ea1fa02833213c47ea72110c1c0e806c5e33017e2f74cb06cff30cba94c58","3442133","png"
"23","clean_near_000007","clean_near","7","cma_152264","0029.png","clean_near_000007.png","dataset_images/clean_near/clean_near_000007.png","154bdfe5ee4650162634862c4530261622a21f16dee749f4f77a67601c5fb3a6","1961","2560","other","RGB","existing_damage","train","real_damaged","Cleveland Museum of Art","https://clevelandart.org/art/1985.144","CC0","https://www.clevelandart.org/open-access","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0131, ""dust"": 0.0351, ""fold"": 0.0789, ""missing_region"": 0.0756, ""mold"": 0.0974, ""scratch"": 0.0361, ""stain"": 0.1266, ""tear"": 0.0794}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","154bdfe5ee4650162634862c4530261622a21f16dee749f4f77a67601c5fb3a6","3516341","png"
"24","damaged_obvious_000017","damaged_obvious","17","cma_152349","0030.png","damaged_obvious_000017.png","dataset_images/damaged_obvious/damaged_obvious_000017.png","853dd8150d9162505e0e9acb62e6a51b510f763c636f16362f9ea48f90d9928b","1622","2048","single_portrait","RGB","existing_damage","test","real_damaged","Cleveland Museum of Art","https://clevelandart.org/art/1985.203","CC0","https://www.clevelandart.org/open-access","blur","1","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0311, ""dust"": 0.0338, ""fold"": 0.0611, ""missing_region"": 0.0394, ""mold"": 0.085, ""scratch"": 0.0314, ""stain"": 0.0946, ""tear"": 0.0812}","{}","0","0","0","0","0","0","0","0","0","0","1","0","0","0","853dd8150d9162505e0e9acb62e6a51b510f763c636f16362f9ea48f90d9928b","3063746","png"
"25","clean_near_000008","clean_near","8","cma_152859","0031.png","clean_near_000008.png","dataset_images/clean_near/clean_near_000008.png","45ef6a5c03eb0e1636987e0255125f5378f03faef513b6c5b16d053394140bce","2560","1515","outdoor_scene","RGB","existing_damage","train","real_damaged","Cleveland Museum of Art","https://clevelandart.org/art/1985.94","CC0","https://www.clevelandart.org/open-access","","0","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0241, ""dust"": 0.0288, ""fold"": 0.0972, ""missing_region"": 0.0812, ""mold"": 0.1258, ""scratch"": 0.0283, ""stain"": 0.1277, ""tear"": 0.1164}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45ef6a5c03eb0e1636987e0255125f5378f03faef513b6c5b16d053394140bce","3287221","png"
"26","damaged_obvious_000018","damaged_obvious","18","cma_153706","0032.png","damaged_obvious_000018.png","dataset_images/damaged_obvious/damaged_obvious_000018.png","10e4f11872eee0046cbd251f2d0526a4c92b2e72a5723b92e382388d26a01fce","2560","1802","architecture","RGB","existing_damage","validation","real_damaged","Cleveland Museum of Art","https://clevelandart.org/art/1987.218","CC0","https://www.clevelandart.org/open-access","noise","1","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0045, ""dust"": 0.0156, ""fold"": 0.0616, ""missing_region"": 0.0425, ""mold"": 0.0966, ""scratch"": 0.0194, ""stain"": 0.1576, ""tear"": 0.1121}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","0","10e4f11872eee0046cbd251f2d0526a4c92b2e72a5723b92e382388d26a01fce","3547931","png"
"27","damaged_obvious_000019","damaged_obvious","19","cma_154075","0033.png","damaged_obvious_000019.png","dataset_images/damaged_obvious/damaged_obvious_000019.png","e62119aa485ca98b101e561faceee7a21d8117a249b405ac25d304f7ce23ed32","2560","1833","outdoor_scene","RGB","existing_damage","train","real_damaged","Cleveland Museum of Art","https://clevelandart.org/art/1988.191","CC0","https://www.clevelandart.org/open-access","uneven_exposure","1","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0196, ""dust"": 0.0327, ""fold"": 0.1307, ""missing_region"": 0.0297, ""mold"": 0.0649, ""scratch"": 0.026, ""stain"": 0.0849, ""tear"": 0.089}","{}","0","0","0","0","0","0","0","0","0","0","0","0","0","1","e62119aa485ca98b101e561faceee7a21d8117a249b405ac25d304f7ce23ed32","3640743","png"
"28","damaged_obvious_000020","damaged_obvious","20","cma_155006","0034.png","damaged_obvious_000020.png","dataset_images/damaged_obvious/damaged_obvious_000020.png","29cdf2d77229956b528a8010d546773c538f598c4435809602d61b8a60632464","2017","2560","architecture","RGB","existing_damage","train","real_damaged","Cleveland Museum of Art","https://clevelandart.org/art/1989.56","CC0","https://www.clevelandart.org/open-access","noise","1","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0268, ""dust"": 0.0268, ""fold"": 0.0471, ""missing_region"": 0.0263, ""mold"": 0.0396, ""scratch"": 0.0277, ""stain"": 0.0871, ""tear"": 0.051}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","0","29cdf2d77229956b528a8010d546773c538f598c4435809602d61b8a60632464","3228952","png"
"29","damaged_obvious_000021","damaged_obvious","21","cma_155857","0035.png","damaged_obvious_000021.png","dataset_images/damaged_obvious/damaged_obvious_000021.png","b2f2129977fda4d6633dd3dfec71fc954af43c15ea7a3decc74d609b9fbe0c3a","1973","2560","architecture","RGB","existing_damage","train","real_damaged","Cleveland Museum of Art","https://clevelandart.org/art/1991.160","CC0","https://www.clevelandart.org/open-access","noise|uneven_exposure","2","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.015, ""dust"": 0.0161, ""fold"": 0.0223, ""missing_region"": 0.021, ""mold"": 0.0156, ""scratch"": 0.0159, ""stain"": 0.0245, ""tear"": 0.0574}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","1","b2f2129977fda4d6633dd3dfec71fc954af43c15ea7a3decc74d609b9fbe0c3a","3314346","png"
"30","damaged_obvious_000022","damaged_obvious","22","cma_156283","0036.png","damaged_obvious_000022.png","dataset_images/damaged_obvious/damaged_obvious_000022.png","1de081d8d5851f7ebe75d7aa97f2fd022e9bf4b1425452aa7b54ff1f20a31ea4","2560","2062","outdoor_scene","RGB","existing_damage","train","real_damaged","Cleveland Museum of Art","https://clevelandart.org/art/1992.12","CC0","https://www.clevelandart.org/open-access","noise|uneven_exposure","2","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.01, ""dust"": 0.0353, ""fold"": 0.0929, ""missing_region"": 0.0372, ""mold"": 0.0867, ""scratch"": 0.0307, ""stain"": 0.1077, ""tear"": 0.0914}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1de081d8d5851f7ebe75d7aa97f2fd022e9bf4b1425452aa7b54ff1f20a31ea4","3286448","png"
"31","damaged_obvious_000023","damaged_obvious","23","cma_156525","0037.png","damaged_obvious_000023.png","dataset_images/damaged_obvious/damaged_obvious_000023.png","89600aa9414b5ba2df75d8dbe27baf8bd7f59f6253b480edebf22f76489783d0","2560","2038","architecture","RGB","existing_damage","train","real_damaged","Cleveland Museum of Art","https://clevelandart.org/art/1992.236","CC0","https://www.clevelandart.org/open-access","noise|uneven_exposure","2","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0278, ""dust"": 0.0288, ""fold"": 0.0445, ""missing_region"": 0.0475, ""mold"": 0.0644, ""scratch"": 0.0411, ""stain"": 0.1128, ""tear"": 0.0673}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","1","89600aa9414b5ba2df75d8dbe27baf8bd7f59f6253b480edebf22f76489783d0","3271535","png"
"32","damaged_obvious_000024","damaged_obvious","24","cma_157339","0038.png","damaged_obvious_000024.png","dataset_images/damaged_obvious/damaged_obvious_000024.png","7ff9bd504e44939bd95051dbffe4261e63f200aa0fa9c96697a8d981b423c562","2560","2009","other","RGB","existing_damage","train","real_damaged","Cleveland Museum of Art","https://clevelandart.org/art/1994.201","CC0","https://www.clevelandart.org/open-access","noise|uneven_exposure","2","texture_catalog_match_v1+source_attribute_v1","","{""crack"": 0.0048, ""dust"": 0.0134, ""fold"": 0.0321, ""missing_region"": 0.022, ""mold"": 0.0174, ""scratch"": 0.0138, ""stain"": 0.0278, ""tear"": 0.0328}","{}","0","0","0","0","0","0","0","0","0","0","0","1","0","1","7ff9bd504e44939bd95051dbffe4261e63f200aa0fa9c96697a8d981b423c562","3314042","png"
